FileName, Start Line, End Line, Start Column, End Column, #IVMPs
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,182,182,9,10,39
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,431,431,13,50,38
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,435,435,21,32,30
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,501,501,13,39,24
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,503,503,17,44,24
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,432,432,17,41,23
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,392,392,13,37,19
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,456,456,21,62,15
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,434,434,21,45,15
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,398,398,17,32,14
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,418,418,13,25,14
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,419,419,9,10,14
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,146,146,13,23,8
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,334,334,13,36,5
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,345,345,21,36,4
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,111,111,25,72,3
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\Replace\Replace\BaseVersion.cs,436,436,21,58,2
