File,Start Line #,End Line #,Start Column #,End Column #,TarantulaRater,OchiaiRater,IntensityRater,DBB Size
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\TotInfo\TotInfo\BaseVersion.cs,28,28,3,42,0.5,0.2357023,17,2
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\TotInfo\TotInfo\BaseVersion.cs,32,32,3,38,0.5,0.2357023,17,2
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\TotInfo\TotInfo\BaseVersion.cs,242,242,3,4,0,0,4,3
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\TotInfo\TotInfo\BaseVersion.cs,243,243,4,50,0,0,4,3
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\TotInfo\TotInfo\BaseVersion.cs,244,244,3,4,0,0,4,3
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\TotInfo\TotInfo\BaseVersion.cs,146,146,3,4,0,0,9,12
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\TotInfo\TotInfo\BaseVersion.cs,147,151,4,4,0,0,9,12
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\TotInfo\TotInfo\BaseVersion.cs,156,156,4,17,0,0,9,12
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\TotInfo\TotInfo\BaseVersion.cs,163,163,4,18,0,0,9,12
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\TotInfo\TotInfo\BaseVersion.cs,164,164,4,37,0,0,9,12
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\TotInfo\TotInfo\BaseVersion.cs,166,166,4,14,0,0,9,12
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\TotInfo\TotInfo\BaseVersion.cs,168,168,8,13,0,0,9,12
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\TotInfo\TotInfo\BaseVersion.cs,169,169,5,25,0,0,9,12
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\TotInfo\TotInfo\BaseVersion.cs,168,168,22,25,0,0,9,12
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\TotInfo\TotInfo\BaseVersion.cs,168,168,15,20,0,0,9,12
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\TotInfo\TotInfo\BaseVersion.cs,171,171,4,48,0,0,9,12
D:\Documents and Settings\212059614\Desktop\PexFaultLocalization\SiemensSuite\TotInfo\TotInfo\BaseVersion.cs,172,172,3,4,0,0,9,12
